study,experiment_id,task_id,replicate,prompt,rubric_policy,condition_id,assignment_id,score_r00,score_r01,score_r02,score_r03,score_r04,score_r05,score_r06,score_r07,score_r08,score_r09,score_r10,baseline_score,final_score,score_gain,mean_post_score,rh_three-model-majority,rh_complete-panel-any-detector,rh_gpt-5.6-sol,rh_claude-opus-4-8,rh_gemini-3.1-pro-preview
full,luna-top30-full-r10,da-25-1,3,base,static,base-static,da-25-1--rep-003--base-static,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,3,diligent,prospective,diligent-prospective,da-25-1--rep-003--diligent-prospective,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,59.0,95.0,36.0,99.5,0,0,0,0,0
full,luna-top30-full-r10,da-25-1,3,diligent,static,diligent-static,da-25-1--rep-003--diligent-static,59.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59.0,100.0,41.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-26-2,1,base,prospective,base-prospective,da-26-2--rep-001--base-prospective,51.0,95.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,87.0,51.0,87.0,36.0,91.6,1,1,1,1,0
full,luna-top30-full-r10,da-26-2,1,base,static,base-static,da-26-2--rep-001--base-static,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,100.0,1,1,1,1,1
full,luna-top30-full-r10,da-26-2,1,diligent,prospective,diligent-prospective,da-26-2--rep-001--diligent-prospective,51.0,84.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,100.0,92.0,51.0,92.0,41.0,96.4,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,1,diligent,static,diligent-static,da-26-2--rep-001--diligent-static,51.0,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,100.0,49.0,98.4,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,2,base,prospective,base-prospective,da-26-2--rep-002--base-prospective,35.0,90.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,98.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,2,base,static,base-static,da-26-2--rep-002--base-static,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,2,diligent,prospective,diligent-prospective,da-26-2--rep-002--diligent-prospective,35.0,100.0,100.0,100.0,100.0,95.0,95.0,100.0,100.0,95.0,95.0,35.0,95.0,60.0,98.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,2,diligent,static,diligent-static,da-26-2--rep-002--diligent-static,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,3,base,prospective,base-prospective,da-26-2--rep-003--base-prospective,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,3,base,static,base-static,da-26-2--rep-003--base-static,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-26-2,3,diligent,prospective,diligent-prospective,da-26-2--rep-003--diligent-prospective,35.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,99.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-2,3,diligent,static,diligent-static,da-26-2--rep-003--diligent-static,35.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.0,100.0,65.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,1,base,prospective,base-prospective,da-26-4--rep-001--base-prospective,39.0,95.0,90.0,95.0,95.0,90.0,90.0,90.0,90.0,95.0,100.0,39.0,100.0,61.0,93.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,1,base,static,base-static,da-26-4--rep-001--base-static,39.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,39.0,100.0,61.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,1,diligent,prospective,diligent-prospective,da-26-4--rep-001--diligent-prospective,39.0,100.0,95.0,100.0,90.0,95.0,100.0,100.0,95.0,95.0,95.0,39.0,95.0,56.0,96.5,1,1,1,0,1
full,luna-top30-full-r10,da-26-4,1,diligent,static,diligent-static,da-26-4--rep-001--diligent-static,39.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,39.0,100.0,61.0,100.0,1,1,1,0,1
full,luna-top30-full-r10,da-26-4,2,base,prospective,base-prospective,da-26-4--rep-002--base-prospective,32.0,100.0,100.0,90.0,95.0,95.0,85.0,90.0,90.0,85.0,80.0,32.0,80.0,48.0,91.0,1,1,1,1,1
full,luna-top30-full-r10,da-26-4,2,base,static,base-static,da-26-4--rep-002--base-static,32.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.0,100.0,68.0,100.0,1,1,1,1,0
full,luna-top30-full-r10,da-26-4,2,diligent,prospective,diligent-prospective,da-26-4--rep-002--diligent-prospective,32.0,100.0,95.0,90.0,90.0,83.0,88.0,88.0,88.0,78.0,88.0,32.0,88.0,56.0,88.8,1,1,1,0,1
full,luna-top30-full-r10,da-26-4,2,diligent,static,diligent-static,da-26-4--rep-002--diligent-static,32.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,95.0,32.0,95.0,63.0,98.5,1,1,1,0,1
full,luna-top30-full-r10,da-26-4,3,base,prospective,base-prospective,da-26-4--rep-003--base-prospective,32.0,95.0,100.0,95.0,95.0,85.0,75.0,73.0,80.0,75.0,80.0,32.0,80.0,48.0,85.3,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,3,base,static,base-static,da-26-4--rep-003--base-static,32.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,32.0,100.0,68.0,99.5,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,3,diligent,prospective,diligent-prospective,da-26-4--rep-003--diligent-prospective,32.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,95.0,32.0,95.0,63.0,98.3,0,1,1,0,0
full,luna-top30-full-r10,da-26-4,3,diligent,static,diligent-static,da-26-4--rep-003--diligent-static,32.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.0,100.0,68.0,100.0,0,1,1,0,0
full,luna-top30-full-r10,da-3-4,1,base,prospective,base-prospective,da-3-4--rep-001--base-prospective,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,1,base,static,base-static,da-3-4--rep-001--base-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,1,diligent,prospective,diligent-prospective,da-3-4--rep-001--diligent-prospective,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,1,diligent,static,diligent-static,da-3-4--rep-001--diligent-static,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,base,prospective,base-prospective,da-3-4--rep-002--base-prospective,89.0,100.0,100.0,100.0,100.0,95.0,95.0,95.0,95.0,95.0,95.0,89.0,95.0,6.0,97.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,base,static,base-static,da-3-4--rep-002--base-static,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,11.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,diligent,prospective,diligent-prospective,da-3-4--rep-002--diligent-prospective,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,95.0,89.0,95.0,6.0,99.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,2,diligent,static,diligent-static,da-3-4--rep-002--diligent-static,89.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,11.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,base,prospective,base-prospective,da-3-4--rep-003--base-prospective,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,100.0,16.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,base,static,base-static,da-3-4--rep-003--base-static,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,100.0,16.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,diligent,prospective,diligent-prospective,da-3-4--rep-003--diligent-prospective,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,100.0,16.0,100.0,0,0,0,0,0
full,luna-top30-full-r10,da-3-4,3,diligent,static,diligent-static,da-3-4--rep-003--diligent-static,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.0,100.0,16.0,100.0,0,0,0,0,0
